pytanie|odpowiedz
Ile maksymalnie punktów można uzyskać za projekt z przedmiotu obieralnego Wnioskowanie rozmyte i jak te punkty są podzielone?|Za projekt z przedmiotu Wnioskowanie rozmyte można uzyskać maksymalnie 30 punktów. Punktacja ta dzieli się na 20 punktów za pisemne opracowanie tematu oraz 10 punktów za prezentację (wygłoszenie referatu).
Jakie dokumenty tożsamości powinienem mieć przygotowane na stole podczas pisania sprawdzianu lub egzaminu?|Zgodnie z procedurą przeprowadzania sprawdzianów, podczas trwania zaliczenia na Twoim stole powinna leżeć legitymacja studencka lub dowód osobisty.
Ile punktów ECTS przewidziano w planie studiów za realizację pracy dyplomowej na kierunku Matematyka (studia drugiego stopnia, specjalność: Indywidualne Studia Matematyczne)?|Zgodnie z planem studiów za realizację pracy dyplomowej na 4. semestrze przewidziane jest 20 punktów ECTS.
Ile maksymalnie razy w ciągu roku akademickiego student może otrzymać zapomogę?|Student może otrzymać zapomogę nie częściej niż 2 razy w danym roku akademickim, przy czym nie można jej otrzymać dwukrotnie z tytułu tego samego zdarzenia.
"W jakiej wysokości wypłacane jest miesięczne wsparcie stypendialne dla uczestników projektu ""Szkoła Orłów na PW""?"|"Uczestnicy projektu ""Szkoła Orłów na PW"" otrzymują wsparcie stypendialne w wysokości 1370,70 zł miesięcznie, a także jednorazowy dodatek na pomoce dydaktyczne w kwocie 200 zł brutto."
Ile minimum punktów muszę zdobyć, aby zaliczyć przedmiot Systemy wspomagania decyzji?|Aby uzyskać zaliczenie z tego przedmiotu, konieczne jest zdobycie minimum 51 punktów na 100 możliwych.
Jaką czcionkę zaleca się do pisania pracy dyplomowej?|Przy redagowaniu pracy dyplomowej zaleca się stosowanie krojów bezszeryfowych w rozmiarze 11, takich jak na przykład Arial lub Verdana.
Ile punktów ECTS przewidziano w planie studiów za przedmiot Wstęp do uczenia maszynowego na 5. semestrze kierunku Inżynieria i Analiza Danych?|Zgodnie z planem studiów, za zaliczenie przedmiotu Wstęp do uczenia maszynowego na 5. semestrze przewidziane są 4 punkty ECTS.
Jaki jest numer telefonu służbowego oraz adres e-mail do dr. inż. Krzysztofa Kaczmarskiego?|Numer telefonu służbowego do dr. inż. Krzysztofa Kaczmarskiego to (22) 234 5923, a jego adres e-mail to krzysztof.kaczmarski@pw.edu.pl.
Jakie konsekwencje ponosi student, u którego podczas sprawdzianu stwierdzono niesamodzielność pracy lub korzystanie z niedozwolonych urządzeń?|W takiej sytuacji student uzyskuje ocenę niedostateczną i traci prawo do zaliczenia danego przedmiotu w jego bieżącej realizacji.
Jaki jest numer telefonu i adres e-mail do Całodobowego Centrum Kierowania Straży Akademickiej PW?|Numer telefonu do Całodobowego Centrum Kierowania Straży Akademickiej PW to 22 234 66 66, a adres e-mail to sta.cck@pw.edu.pl.
W którym pokoju w Gmachu MiNI znajduje się gabinet dr. hab. inż. Jerzego Balickiego?|Gabinet dr. hab. inż. Jerzego Balickiego znajduje się w pokoju 403 na Kampusie Głównym PW w Gmachu MiNI.
Czy będąc absolwentem innej uczelni mogę przepisać praktyki zrealizowane na studiach pierwszego stopnia?|Nie, nie ma możliwości przepisania praktyk jako przedmiotu z innych uczelni. Absolwenci innych uczelni muszą złożyć dokumenty zgodnie z jedną z trzech obowiązujących form zaliczenia praktyk.
Pod jakim numerem telefonu mogę skontaktować się z dziekanatem w sprawach toku studiów dla kierunku Matematyka?|W sprawach toku studiów dla kierunku Matematyka z dziekanatem można skontaktować się pod numerem telefonu 22 234-59-21.
"Jaką średnią ocen na I roku studiów musi uzyskać student, aby wziąć udział w rekrutacji do projektu ""Szkoła Orłów na PW""?"|"Aby wziąć udział w rekrutacji do projektu ""Szkoła Orłów na PW"", student kończący I rok studiów pierwszego stopnia musi uzyskać średnią ważoną ocen na I roku wynoszącą co najmniej 4,2."
Jakie wymiary marginesów są zalecane podczas formatowania tekstu pracy dyplomowej?|Zgodnie z wytycznymi wydziału, zalecane marginesy to: wewnętrzny – 30 mm, zewnętrzny – 20 mm oraz górny i dolny – 25 mm.
Ile punktów ECTS otrzymam za zrealizowanie pracy dyplomowej na kierunku Matematyka (studia drugiego stopnia)?|Zgodnie z planem studiów, za zrealizowanie pracy dyplomowej na kierunku Matematyka na studiach drugiego stopnia student uzyskuje 20 punktów ECTS.
"Jakie są wymagania wstępne, aby móc uczęszczać na przedmiot obieralny ""Wnioskowanie rozmyte""?"|"Zgodnie z sylabusem, wymaganiami wstępnymi dla przedmiotu ""Wnioskowanie rozmyte"" są Podstawy logiki i teorii mnogości."
Czy mogę ubiegać się o dofinansowanie kosztów zakwaterowania i dojazdów w trakcie odbywania praktyk studenckich?|Tak, student odbywający praktykę poza stałym miejscem zamieszkania i siedzibą uczelni może ubiegać się o dofinansowanie poniesionych i należycie udokumentowanych kosztów zakwaterowania i dojazdów.
Ile minimum punktów ECTS muszę uzyskać, aby zarejestrować się na trzeci semestr studiów pierwszego stopnia?|Zgodnie z warunkami rejestracji, aby otrzymać wpis na trzeci semestr studiów pierwszego stopnia, student musi uzyskać co najmniej 40 punktów ECTS (z 60 możliwych do zdobycia na pierwszym roku studiów).
Jakie są nagrody pieniężne w Ogólnopolskim konkursie na najlepszą pracę magisterską dotyczącą uczenia maszynowego lub analizy danych?|W każdej kategorii przyznawane są nagrody: za 1. miejsce – 4 000 zł, za 2. miejsce – 2 000 zł, oraz za 3. miejsce – 1 000 zł.
Pod jakim numerem telefonu służbowego mogę skontaktować się z dr. inż. Krzysztofem Kaczmarskim?|Z dr. inż. Krzysztofem Kaczmarskim można skontaktować się pod numerem telefonu służbowego (22) 234 59 23.
Pod jakim numerem telefonu funkcjonuje Całodobowe Centrum Kierowania Straży Akademickiej PW?|Całodobowe Centrum Kierowania Straży Akademickiej PW funkcjonuje pod numerem telefonu 22 234 66 66.
W ramach jakiego przedmiotu i kiedy zespół studentów rozpoczyna realizację pracy dyplomowej inżynierskiej?|Zespół rozpoczyna realizację pracy dyplomowej inżynierskiej w ramach zajęć z przedmiotu projekt zespołowy, który jest prowadzony w pierwszej połowie ostatniego semestru studiów I stopnia.
"Ile punktów ECTS uzyskuje się za zaliczenie przedmiotu ""Wstęp do uczenia maszynowego"" na piątym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych (MAD)?"|"Zgodnie z planem studiów, za zaliczenie przedmiotu ""Wstęp do uczenia maszynowego"" na piątym semestrze student uzyskuje 5 punktów ECTS."
Jakie są konsekwencje korzystania z niedozwolonych materiałów lub urządzeń podczas sprawdzianu lub egzaminu?|W przypadku stwierdzenia niesamodzielności pracy lub korzystania z niedozwolonych materiałów bądź urządzeń, student otrzymuje ocenę niedostateczną i traci prawo do zaliczenia przedmiotu w jego bieżącej realizacji.
W jakiej formie i przez jaki system należy składać podanie o urlop zdrowotny?|"Podanie o urlop zdrowotny należy składać w formie elektronicznej poprzez system USOSweb, przechodząc do zakładki ""Dla studentów"", a następnie ""Podania ePW""."
"Jakie są wymagania wstępne do przedmiotu ""Gry kombinatoryczne""?"|Zgodnie z sylabusem przedmiotu, wymaganiami wstępnymi są: Matematyka dyskretna, Algebra liniowa z geometrią 1-2 oraz Rachunek prawdopodobieństwa.
Do kogo skierowany jest program elitarnego kształcenia Studia id?|Program Studia id skierowany jest do laureatów i finalistów olimpiad przedmiotowych (matematycznej, fizycznej, chemicznej, informatycznej i astronomicznej) oraz do studentów, którzy uzyskali najlepsze wyniki po ukończeniu studiów pierwszego stopnia.
Jaki jest maksymalny dochód netto na osobę w rodzinie uprawniający do ubiegania się o stypendium socjalne w roku akademickim 2025/2026?|Aby móc ubiegać się o stypendium socjalne w roku akademickim 2025/2026, próg dochodowy na osobę w rodzinie studenta nie może przekraczać 1908,90 zł netto.
W jakich godzinach i dniach dziekanat jest otwarty dla studentów?|Dziekanat jest czynny w poniedziałki, wtorki, czwartki oraz piątki w godzinach 11:00 – 14:00. W środy dziekanat jest nieczynny.
Jaki dokument mogę dostarczyć w celu zaliczenia praktyk, jeśli z powodu klauzuli poufności nie mogę udostępnić wydziałowi kopii swojej umowy?|W przypadku braku możliwości udostępnienia kopii umowy ze względu na klauzulę poufności, do zaliczenia praktyk można dostarczyć zaświadczenie o zatrudnieniu.
"Na którym semestrze studiów i za ile punktów ECTS realizowany jest przedmiot ""Hurtownie danych i systemy Business Intelligence"" w planie studiów dla inżynierów?"|"Zgodnie z planem studiów, przedmiot ""Hurtownie danych i systemy Business Intelligence"" jest realizowany na 6. semestrze i za jego zaliczenie student uzyskuje 5 punktów ECTS."
"Jaka jest wysokość miesięcznego stypendium dla studentów uczestniczących w projekcie ""Szkoła Orłów na PW""?"|Zgodnie z informacjami o projekcie, uczestnik otrzymuje wsparcie stypendialne w wysokości 1370,70 zł miesięcznie oraz jednorazowy dodatek na pomoce dydaktyczne w kwocie 200 zł brutto.
Jakie wskaźniki i modele z zakresu analizy przeżyć musi znać absolwent specjalności Statystyka matematyczna i analiza danych (SMAD) w ramach efektu uczenia się MAD2SMAD_W06?|Zgodnie z efektem uczenia się MAD2SMAD_W06, absolwent tej specjalności musi znać podstawowe wskaźniki demograficzne, estymator Kaplana-Meiera, model proporcjonalnych hazardów, modele analizy przeżyć z efektami losowymi oraz modele wielostanowe.
Na którym stopniu studiów realizowane są obowiązkowe praktyki studenckie na kierunkach matematycznych?|Od roku akademickiego 2021/2022 praktyki studenckie na kierunkach matematycznych zostały przeniesione ze studiów licencjackich na studia magisterskie.
"Ile punktów jest wymaganych, aby uzyskać zaliczenie z przedmiotu ""Systemy wspomagania decyzji""?"|"Aby zaliczyć przedmiot ""Systemy wspomagania decyzji"", student musi uzyskać minimum 51 punktów na 100 możliwych do zdobycia
."
Ile punktów ECTS należy uzyskać, aby otrzymać rejestrację na drugi semestr studiów pierwszego stopnia?|Aby uzyskać rejestrację na drugi semestr studiów pierwszego stopnia, należy zdobyć co najmniej 16 punktów ECTS z 30 możliwych do uzyskania, nie wliczając w to praktyk.
W jaki sposób i gdzie należy złożyć wniosek o stypendium rektora?|"Wniosek o stypendium rektora należy złożyć w formie elektronicznej w systemie USOSWeb, wchodząc w zakładkę ""Dla wszystkich"", a następnie wybierając ""Wnioski""."
W jakim pokoju i pod jakim numerem telefonu mogę skontaktować się z dr inż. Magdaleną Jasionowską-Skop?|Z dr inż. Magdaleną Jasionowską-Skop można skontaktować się w pokoju 556 w Gmachu MiNI oraz pod numerem telefonu (22) 234 78 06.
Czy student odbywający obowiązkową praktykę studencką poza miejscem zamieszkania i uczelnią może otrzymać zwrot kosztów zakwaterowania i dojazdów?|Tak, student odbywający praktykę poza stałym miejscem zamieszkania i siedzibą Uczelni może ubiegać się o dofinansowanie poniesionych i należycie udokumentowanych kosztów zakwaterowania i dojazdów.
"Ile punktów ECTS uzyskuje się za zaliczenie przedmiotu ""Siła nauki - granice poznania""?"|"Za zaliczenie przedmiotu ""Siła nauki - granice poznania"" student uzyskuje 3 punkty ECTS."
"Ile punktów można maksymalnie uzyskać za projekt z przedmiotu obieralnego ""Wnioskowanie rozmyte"" i jak są one podzielone?"|"Za projekt z przedmiotu ""Wnioskowanie rozmyte"" można uzyskać maksymalnie 30 punktów. Z tej puli 20 punktów przyznaje się za pisemne opracowanie tematu, a 10 punktów za jego prezentację."
Jakie przedmioty mogą znajdować się na biurku studenta w trakcie pisania sprawdzianu lub egzaminu?|"Na stole studenta mogą leżeć wyłącznie przedmioty niezbędne do rozwiązania sprawdzianu (np. długopis, podpisane imieniem i nazwiskiem kartki papieru) oraz dokument potwierdzający tożsamość, czyli legitymacja studencka lub dowód osobisty
."
"Jakie są kryteria oceniania studenta w ramach przedmiotu ""Matematyka popularna""?"|Oceniana jest prezentacja (maksymalnie 30 punktów) pod kątem poprawności merytorycznej oraz sposobu przedstawienia tematu. Dodatkowo na ocenę wpływa aktywność studenta w czasie wystąpień pozostałych uczestników zajęć (maksymalnie 20 punktów).
"Jakie są wymagania wstępne (przedmioty poprzedzające), aby móc uczęszczać na przedmiot ""Gry kombinatoryczne""?"|"Zgodnie z sylabusem, przedmiotami poprzedzającymi, których znajomość jest wymagana na przedmiocie ""Gry kombinatoryczne"", są: Matematyka dyskretna, Algebra liniowa z geometrią 1-2 oraz Rachunek prawdopodobieństwa."
W jaki sposób należy składać podanie o ponowną rejestrację (powtarzanie semestru lub roku)?|"Podanie o ponowną rejestrację należy złożyć w formie elektronicznej przez system USOSweb, wchodząc w zakładkę ""Dla studentów"", a następnie wybierając ""Podania ePW""."
"Ile punktów ECTS przypisano do przedmiotu ""Wstęp do uczenia maszynowego"" na piątym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?"|"Zgodnie z planem studiów, za zaliczenie przedmiotu ""Wstęp do uczenia maszynowego"" na 5. semestrze kierunku Matematyka i Analiza Danych student uzyskuje 5 punktów ECTS."
W ramach jakich zajęć i kiedy studenci rozpoczynają realizację zespołowej inżynierskiej pracy dyplomowej?|Zespół rozpoczyna realizację inżynierskiej pracy dyplomowej w ramach zajęć z przedmiotu projekt zespołowy, który jest prowadzony w pierwszej połowie ostatniego semestru studiów pierwszego stopnia.
Jakie nagrody finansowe przewidziano w Ogólnopolskim konkursie na najlepszą pracę magisterską dotyczącą uczenia maszynowego lub analizy danych?|W konkursie przyznawane są nagrody finansowe: 4 000 zł za zajęcie pierwszego miejsca, 2 000 zł za drugie miejsce oraz 1 000 zł za trzecie miejsce, a łączna pula nagród wynosi 14 000 zł.
Pod jakim numerem telefonu mogę skontaktować się z dziekanatem w sprawach toku studiów dla kierunku Informatyka i Systemy Informacyjne?|W sprawach toku studiów dla kierunku Informatyka i Systemy Informacyjne z dziekanatem należy kontaktować się pod numerem telefonu 22 234-53-63 (pokój 32).
Jakie marginesy należy ustawić podczas redagowania tekstu pracy dyplomowej?|Zgodnie z zaleceniami edytorskimi, margines wewnętrzny pracy dyplomowej powinien wynosić 30 mm, margines zewnętrzny 20 mm, natomiast marginesy górny i dolny po 25 mm.
"Do kogo skierowany jest program ""Studia id"" prowadzony na Politechnice Warszawskiej?"|"Program ""Studia id"" (indywidualne studia dla najlepszych kandydatów i studentów) skierowany jest do laureatów i finalistów olimpiad przedmiotowych (matematycznej, fizycznej, chemicznej, informatycznej i astronomicznej) oraz do studentów osiągających najlepsze wyniki po I stopniu studiów."
"O jakie wsparcie finansowe mogą ubiegać się studenci uczestniczący w projekcie ""Szkoła Orłów na PW""?"|Uczestnik projektu otrzymuje wsparcie stypendialne w wysokości 1370,70 zł miesięcznie oraz jednorazowy dodatek na pomoce dydaktyczne w kwocie 200 zł brutto.
"Ile punktów ECTS przypisano do przedmiotu ""Bazy danych"" realizowanego na czwartym semestrze kierunku Inżynieria i Analiza Danych?"|"Za zaliczenie przedmiotu ""Bazy danych"" na czwartym semestrze studiów pierwszego stopnia na kierunku Inżynieria i Analiza Danych student uzyskuje 4 punkty ECTS."
