pytanie,odpowiedz_wygenerowana
Ile punktów ECTS przypisano do przedmiotu Gry kombinatoryczne?,Przedmiotowi „Gry kombinatoryczne” przypisano 4 punkty ECTS.
Za pośrednictwem jakiego systemu należy składać wnioski o stypendium Ministra za znaczące osiągnięcia dla studentów?,Wnioski o stypendium Ministra za znaczące osiągnięcia należy składać za pośrednictwem systemu ZSUN/OSF.
Kto udostępnia studentom treść ankiety skierowanej do pracodawców w celu oceny odbytych praktyk?,Treść ankiety skierowanej do pracodawców w celu oceny odbytych praktyk udostępnia pełnomocnik ds. praktyk.
Co grozi studentowi w przypadku stwierdzenia niesamodzielności pracy podczas sprawdzianu lub egzaminu?,"Studentowi przysługuje ocena niedostateczna, a w konsekwencji traci on prawo do zaliczenia przedmiotu w bieżącej realizacji."
Kto jest koordynatorem przedmiotu Reprezentacja wiedzy i wnioskowanie?,Koordynatorami przedmiotu „Reprezentacja wiedzy i wnioskowanie” są dr hab. Agata Pilitowska oraz dr hab. Michał Ziembowski.
Ile punktów ECTS przypisano do przedmiotu Algebra i jej zastosowania na 4 semestrze studiów pierwszego stopnia na kierunku Matematyka?,Przedmiotowi „Algebra i jej zastosowania” w 4 semestrze studiów pierwszego stopnia na kierunku Matematyka przypisano 5 ECTS.
W ramach jakiego przedmiotu zespół rozpoczyna realizację pracy dyplomowej inżynierskiej?,Zespół rozpoczyna realizację pracy dyplomowej inżynierskiej w ramach przedmiotu Projekt zespołowy.
Do kogo pracownik wydziału składa wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych?,Pracownik wydziału składa wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych do Prodziekana ds. Studenckich.
Za co przyznawane są punkty przy zaliczaniu przedmiotu Matematyka popularna?,"Punkty przy zaliczaniu przedmiotu „Matematyka popularna” przyznawane są za:  

- ocenę prezentacji, jej poprawność merytoryczną oraz sposób przedstawienia (maksymalnie 30 punktów);  
- ocenę aktywności uczestnika w czasie wystąpień kolegów (maksymalnie 20 punktów);  
- przygotowanie dwóch prac domowych oraz prezentacji (wartość punktowa nie jest podana w dostępnych źródłach).  

Wszystkie wymienione elementy składają się na ocenę końcową, na podstawie której przedmiot jest zaliczany."
Jakie jest minimum punktowe wymagane do zaliczenia przedmiotu Systemy wspomagania decyzji?,Minimum punktowe wymagane do zaliczenia przedmiotu Systemy wspomagania decyzji wynosi 51 punktów na 100 możliwych.
W jakim pokoju mogę znaleźć dr hab. inż. Agnieszkę Jastrzębską?,"Pokój dr hab. inż. Agnieszki Jastrzębskiej znajduje się w Kampusie Głównym PW, w Gmachu MiNI, w pokoju 450."
Co muszę zrobić z torbą i wyłączonym telefonem komórkowym na czas trwania kolokwium?,"Podczas kolokwium musisz wyłączyć telefon komórkowy i odłożyć go w torbie, a torbę umieścić pod ścianą sali, z dala od innych studentów. Wszystkie niepotrzebne urządzenia powinny być wyłączone i odłożone do torby."
Na jakim sprzęcie przeprowadzany jest projekt w ramach przedmiotu Procesory graficzne w zastosowaniach obliczeniowych?,"Projekt jest realizowany w laboratoriach wydziałowych, na komputerach wyposażonych w procesory graficzne obsługujące technologię CUDA (czyli posiadających dedykowane GPU) oraz standardowe jednostki CPU, co umożliwia przygotowanie wersji zarówno CPU, jak i GPU realizowanych zadań."
W których pokojach w Gmachu MiNI mogę osobiście znaleźć doktora inżyniera Krzysztofa Kaczmarskiego?,Dr inż. Krzysztof Kaczmarski ma pokój numer 28 w Gmachu MiNI na Kampusie Głównym Politechniki Warszawskiej.
W którym semestrze rozpocznę realizację inżynierskiej pracy dyplomowej w ramach przedmiotu projekt zespołowy?,"Rozpoczniesz realizację inżynierskiej pracy dyplomowej w ramach przedmiotu Projekt zespołowy w semestrze 7, czyli w pierwszej połowie ostatniego semestru studiów I stopnia."
"Jaki jest maksymalny próg dochodowy na osobę w rodzinie, aby otrzymać stypendium socjalne w roku akademickim 2025/2026?","Maksymalny próg dochodowy na osobę w rodzinie, aby otrzymać stypendium socjalne w roku akademickim 2025/2026, wynosi 1 908,90 zł."
W jakich godzinach i w jakie dni tygodnia otwarty jest dziekanat na Wydziale MiNI?,"Dziekanat Wydziału Matematyki i Nauk Informacyjnych jest otwarty w poniedziałki, wtorki, czwartki i piątki w godzinach 11:00–14:00."
Czy mogę ubiegać się o dofinansowanie kosztów dojazdu i zakwaterowania w związku z realizacją obowiązkowych praktyk studenckich?,"Tak, możesz ubiegać się o dofinansowanie poniesionych i należycie udokumentowanych kosztów zakwaterowania oraz dojazdów w związku z realizacją obowiązkowych praktyk studenckich, pod warunkiem, że praktyka odbywa się poza Twoim stałym miejscem zamieszkania i siedzibą uczelni.  

Jeżeli praktyka jest zagraniczna, dodatkowo wymagana jest akceptacja prorektora ds. studenckich, uzyskana zgodnie z obowiązującym zarządzeniem dotyczącym podróży zagranicznych.  

Do wniosku należy dołączyć niezbędne dokumenty, takie jak skierowanie na praktykę oraz zaświadczenie o jej odbyciu, a także dowody potwierdzające poniesione koszty zakwaterowania i dojazdów."
"Ile minimum punktów ECTS muszę uzyskać na pierwszym roku studiów pierwszego stopnia, aby otrzymać rejestrację na 3. semestr?","Aby uzyskać rejestrację na 3 semestr studiów pierwszego stopnia, musisz uzyskać co najmniej 40 ECTS."
"Za co i ile punktów mogę uzyskać, aby zaliczyć przedmiot obieralny Matematyka popularna?","Aby zaliczyć przedmiot obieralny **Matematyka popularna**, możesz uzyskać punkty w następujących kategoriach:

- Ocena prezentacji (poprawność merytoryczna oraz sposób przedstawienia) – maksymalnie **30 punktów**.  
- Ocena aktywności uczestnika w czasie wystąpień kolegów – maksymalnie **20 punktów**.

Łączna liczba możliwych punktów wynosi **50**. Zgodnie z zasadami oceniania, aby uzyskać zaliczenie (ocena co najmniej 3.0), musisz zdobyć przynajmniej **22 punkty** (zakres 22‑24 punkty = 3.0). Im wyższa liczba punktów, tym wyższa ocena końcowa według podanych progów."
"Do kogo skierowany jest program indywidualnych studiów ""Studia id"" oferowany przez uczelnię?",Program indywidualnych studiów „Studia id” jest przeznaczony dla najlepszych kandydatów na studia stacjonarne I i II stopnia.
W jakim języku programowania i przy użyciu jakich pakietów realizowane jest laboratorium z przedmiotu obieralnego Wybrane zagadnienia uczenia głębokiego?,Laboratorium z przedmiotu obieralnego „Wybrane zagadnienia uczenia głębokiego” realizowane jest przy użyciu języka Wolfram Language (Mathematica) oraz pakietu Mathematica.
Jakie przedmioty mogą znajdować się na stole studenta podczas pisania sprawdzianu lub egzaminu?,"Na stole studenta podczas pisania sprawdzianu lub egzaminu mogą znajdować się wyłącznie niezbędne przybory do wykonywania testu, czyli długopis oraz kartki papieru, a także osobista legitymacja studencka lub dowód osobisty. Wszystkie inne przedmioty nie są dopuszczalne."
Czy porozumienie o organizację praktyk studenckich muszę dostarczyć do dziekanatu w formie papierowej?,"Nie, porozumienie o organizację praktyk studenckich nie jest składane w dziekanacie w formie papierowej. Po podpisaniu przez podmiot zewnętrzny i studenta trzy egzemplarze tego dokumentu student przekazuje Pełnomocnikowi Dziekana ds. Praktyk Studenckich (dr inż. Łukaszowi Błaszczykowi), który jest odpowiedzialny za ich dalszą weryfikację i formalne potwierdzenie praktyk."
Ile razy w trakcie jednego roku akademickiego mogę otrzymać zapomogę z powodu trudnej sytuacji życiowej?,Student może otrzymać zapomogę nie częściej niż dwa razy w jednym roku akademickim.
Ile czasu będę czekać na wydanie duplikatu elektronicznej legitymacji studenckiej (ELS)?,Czas oczekiwania na wydanie duplikatu elektronicznej legitymacji studenckiej wynosi od 7 do 10 dni roboczych.
"Jakie przedmioty są wymagane jako poprzedzające, aby wziąć udział w zajęciach z przedmiotu Gry kombinatoryczne?","Wymagane przedmioty poprzedzające, aby móc uczestniczyć w zajęciach z przedmiotu **Gry kombinatoryczne**, to:

- Matematyka dyskretna  
- Algebra liniowa  
- Rachunek prawdopodobieństwa  
- Analiza matematyczna I  
- Analiza matematyczna II  

Ponadto, w ramach przedmiotu **Kombinatoryka** wymagane są matematyka dyskretna oraz elementy probabilistyki, co pokrywa się z powyższą listą. Nie mam tej informacji w dostępnych zasobach, jeśli chodzi o dodatkowe, specyficzne przedmioty obowiązkowe."
"Jaką minimalną średnią ważoną ocen muszę uzyskać na pierwszym roku studiów, aby móc zgłosić się do projektu ""Szkoła Orłów na PW""?","Minimalna wymagana średnia ważona ocen na I roku studiów wynosi 4,2."
W jaki sposób należy składać podanie o przesunięcie terminu złożenia pracy dyplomowej o 3 miesiące?,"Podanie o przesunięcie terminu złożenia pracy dyplomowej składa się elektronicznie w systemie USOSweb. Należy zalogować się do USOSweb, przejść do zakładki **Dla studentów → Podania ePW** i wybrać formularz dotyczący przesunięcia terminu złożenia pracy dyplomowej. Po wypełnieniu formularza (dane osobowe, numer indeksu, aktualny termin złożenia pracy, uzasadnienie oraz wskazanie nowego, proponowanego terminu nieprzekraczającego trzech miesięcy) i dołączeniu ewentualnych załączników (np. zgoda promotora), podanie należy zatwierdzić i wysłać. Po wysłaniu system wygeneruje potwierdzenie, które należy zachować jako dowód złożenia podania."
"Ile minimalnie punktów muszę zdobyć, aby zaliczyć przedmiot Systemy wspomagania decyzji?","Aby zaliczyć przedmiot Systemy wspomagania decyzji, musisz uzyskać co najmniej 51 punktów z maksymalnych 100."
Czy mogę zrealizować studenckie praktyki zawodowe bezpośrednio na Wydziale MiNI?,"Tak, studenckie praktyki zawodowe można zrealizować bezpośrednio na Wydziale MiNI. Praktyki obejmują m.in. udział w pracach badawczych prowadzonych przez wydział. Szczegółowe informacje oraz formularze znajdują się pod adresem https://ww2.mini.pw.edu.pl/studia/inzynierskie-i-licencjackie/praktyki/. W sprawach organizacyjnych prosimy o kontakt pod adresem e‑mail praktyki.mini@pw.edu.pl (np. do dr inż. Łukasza Błaszczyka)."
W jakim zakładzie pracuje dr inż. Magdalena Jasionowska-Skop i jakie są jej główne zainteresowania naukowe?,"Dr inż. Magdalena Jasionowska‑Skop pracuje w Zakładzie Projektowania Systemów CAD/CAM i Komputerowego Wspomagania Medycyny. Jej główne zainteresowania naukowe obejmują detekcję anomalii w sygnałach i obrazach, obiektywizację i formalizację wiedzy dziedzinowej (standaryzacja opisów badań, bazy wiedzy i ontologie), komputerowe wspomaganie diagnostyki obrazowej, przetwarzanie, analizę i rozumienie obrazów, komputerowe wspomaganie decyzji, estymację treści ukrytej w obrazie diagnostycznie istotnej, rozpoznawanie wzorców oraz tworzenie deskryptorów numerycznych."
"Czy jeśli piszę pracę dyplomową w języku angielskim, to jej strona tytułowa również musi być w tym języku?","Tak, jeżeli praca dyplomowa jest napisana w języku angielskim, strona tytułowa również musi być w języku angielskim."
Ile punktów ECTS uzyskam za zaliczenie przedmiotu Procesy stochastyczne na 5. semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?,Za zaliczenie przedmiotu „Procesy stochastyczne” w 5. semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych uzyskasz 5 punktów ECTS.
Jaka jest nagroda finansowa za zajęcie 1. miejsca w Ogólnopolskim konkursie na najlepszą pracę magisterską dotyczącą uczenia maszynowego lub analizy danych?,Nagroda finansowa za zajęcie 1. miejsca wynosi 4 000 zł.
Na którym semestrze studiów pierwszego stopnia na kierunku Inżynieria i Analiza Danych (IAD) realizowany jest przedmiot Bazy danych?,Przedmiot „Bazy danych” realizowany jest w czwartym semestrze studiów pierwszego stopnia na kierunku Inżynieria i Analiza Danych.
"Kto jest koordynatorem przedmiotu ""Między Bachem a Banachem: matematyczne struktury w muzyce i sztuce""?","Koordynatorami przedmiotu „Między Bachem a Banachem: matematyczne struktury w muzyce i sztuce” są: dr hab. inż. Maciej Grzenda, prof. uczelni; Dr Bartosz Kołodziejek; dr inż. Grzegorz Siudem; Rafał Górak; Przemysław Biecek; Jan Spaliński; Mgr inż. Szymon Szczepański; dr hab. Kamil Szpojankowski; dr Jan Bródka; dr hab. Tomasz Krawczyk; dr inż. Karol Walę; dr inż. Janusz Oleniacz; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda, prof. uczelni; dr hab. inż. Maciej Grzenda."
